인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
108883,■서서울생명의전화와 함께하는 메타버스 생명존중 콘텐츠 공모전■,서서울생명의전화,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.10.15 ~ 22.11.10,"실제상용화, 상장 수여"
108895,[LG CNS] 2022 LG CNS Code Monster(채용 연계),LG CNS,대기업,-,과학/공학,대상 제한 없음,22.10.28 ~ 22.11.11,"인턴/정규직채용, 상장 수여"
108914,(재공고) 2022년 공무원연금공단 100초 영상 공모전(~12.11.),공무원연금공단,공공기관/공기업,290만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.12.11,상장 수여
108922,The 2nd NN Arts 전국 입시생 성악 콩쿠르,NN Arts (엔엔아츠),기타,180만 원,기타,대상 제한 없음,22.10.19 ~ 22.11.27,기타
108924,제3회 한국증권인재개발원 ‘한꿈’ 모의투자대회,한국증권인재개발원,중소기업,100만 원,기획/아이디어,대상 제한 없음,22.10.24 ~ 22.12.14,"입사시 가산점, 상장 수여"
108926,2022년도 한국해양수산연수원 연수원 홍보영상 공모전 (~11/20),한국해양수산연수원,공공기관/공기업,175만 원,기획/아이디어,대상 제한 없음,22.10.11 ~ 22.11.20,기타
108928,2022 대규모 OCR 인공지능 학습데이터 해커톤,필릭플랜,중소기업,1200만 원,기획/아이디어,대상 제한 없음,22.10.24 ~ 22.11.10,기타
108929,‘객체 추적 및 추정 데이터’ 인공지능 학습용 데이터 활용 및 서비스 경진대회,어반데이터랩,중소기업,700만 원,기획/아이디어,"대학생, 직장인/일반인",22.10.28 ~ 22.11.10,상장 수여
109002,2022년 하반기 공공기관과 함께하는 혁신 아이디어 공모전,한국발명진흥회,비영리단체/협회/재단,1120만 원,기획/아이디어,대상 제한 없음,22.10.17 ~ 22.11.12,기타
109033,2022 대규모 OCR 인공지능 학습데이터 해커톤,"과학기술정보통신부, 한국지능정보사회진흥원 / (주)엔에치엔다이퀘스트 컨소시엄",공공기관/공기업,1200만 원,과학/공학,대상 제한 없음,22.10.24 ~ 22.11.6,"입사시 가산점, 상장 수여"
109051,"[연세대학교 의과대학, JLK, MTS / 데이콘] 유방암의 임파선 전이 예측 AI경진대회 (~12/05)",데이콘,기타,1000만 원,과학/공학,대상 제한 없음,22.10.31 ~ 22.12.5,기타
109071,2022 함양 대봉산휴양밸리 디카시 공모전,함양군,공공기관/공기업,500만 원,문학/시나리오,대상 제한 없음,22.4.21 ~ 22.11.20,"기타, 상장 수여"
109072,제2회 알재곡 UCC 공모전,곡성군미래교육재단,비영리단체/협회/재단,825만 원,사진/영상/UCC,대상 제한 없음,22.9.20 ~ 22.11.20,기타
109074,집수리 연결 플랫폼 네이밍 공모전,주식회사 페리투스,중소기업,50만 원,네이밍/슬로건,대상 제한 없음,22.10.26 ~ 22.11.6,기타
109075,연수구 1분 영상 공모전,연수구청,공공기관/공기업,7000만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.12.5,기타
109076,2022 청송군 SNS 콘텐츠 공모전,청송군,공공기관/공기업,4200만 원,사진/영상/UCC,대상 제한 없음,22.10.11 ~ 22.11.20,기타
109077,제10회 국립자연휴양림 사진·일러스트·영상 공모전,국립자연휴양림관리소,비영리단체/협회/재단,310만 원,사진/영상/UCC,대상 제한 없음,22.10.5 ~ 22.11.18,기타
109078,2022년 하반기 안성 호수관광 스마트폰 사진 공모전,안성시,공공기관/공기업,220만 원,사진/영상/UCC,대상 제한 없음,22.9.19 ~ 22.11.18,기타
109079,2022년 울산 북구 관광사진ㆍ영상 전국 공모전,울산광역시 북구,공공기관/공기업,1700만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.25,기타
109080,부산항일학생의거82주년 및 제7회 부산항일학생의 날 백일장 공모,(사)부산항일학생의거기념사업회,비영리단체/협회/재단,-,문학/시나리오,청소년,22.10.24 ~ 22.11.18,기타
109081,2022년 남양주 홍보영상 공모전,남양주시,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.10.4 ~ 22.11.18,기타
109082,2022년 김해시 SNS 홍보영상 공모전,김해시,공공기관/공기업,300만 원,사진/영상/UCC,대상 제한 없음,22.9.27 ~ 22.11.18,기타
109083,2022 강릉미식문화 영상·숏폼 콘텐츠 공모전,"강릉시,강릉시유네스코음식창의도시추진위원회, 강릉시영상미디어센터",공공기관/공기업,600만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109084,2022 경기도 평생교육 콘텐츠 페스티벌,경기도평생교육진흥원,비영리단체/협회/재단,1000만 원,전시/페스티벌,직장인/일반인,22.10.25 ~ 22.11.15,기타
109085,[HSK시험센터] HSK IBT 응시하고 N페이 받자!,차이홍,중소기업,50만 원,기타,"대학생, 직장인/일반인",22.10.16 ~ 22.11.15,기타
109086,조용필 뮤지컬 대본 공모전,"(주)YPC,(주)인사이트엔터테인먼트 / (주)YPC,(주)인사이트엔터테인먼트",중소기업,1억 5000만 원,문학/시나리오,"대학생, 직장인/일반인",22.11.1 ~ 23.2.28,기타
109087,제3회 99초 전태일 노동인권 영상제 공모전,경기도 / 전태일재단,공공기관/공기업,1300만 원,사진/영상/UCC,대상 제한 없음,22.7.1 ~ 22.11.11,기타
109088,22년 보건복지분야 사회복무요원 영상 공모전,보건복지부 / 한국보건복지인재원,공공기관/공기업,280만 원,사진/영상/UCC,대상 제한 없음,22.10.31 ~ 22.12.4,기타
109089,NEXTAR COMPETITION VOL.4,"노들섬, 어반댄스네트웍스",중소기업,70만 원,예체능/패션,청소년,22.10.27 ~ 22.11.13,기타
109090,(주)빌리지유통 X 카트시 티셔츠 그래픽 디자인 공모전,(주)빌리지유통,중소기업,400만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.11.5 ~ 22.12.31,기타
109091,ISSUE 제2회 오리지널 웹툰 공모전,대원씨아이,중소기업,1800만 원,캐릭터/만화/게임,대상 제한 없음,22.11.1 ~ 22.12.5,기타
109125,외국어 사냥해 - 1등 사냥꾼 되어 아이패드 받자! (~12/25),사단법인 한글문화연대,비영리단체/협회/재단,420만 원,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.12.25,기타
109126,2022년도 입법 및 정책 제안대회,대한민국 국회 / 국회입법조사처,공공기관/공기업,200만 원,기획/아이디어,대상 제한 없음,22.9.30 ~ 22.11.11,상장 수여
109150,2022 제1회 픽사톤 영상 공모전,(주)스톡폴리오,스타트업,100만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109160,[시청자미디어재단 인천센터] 인천콘텐츠공모전 시즌2: 안전 스토리 콘텐츠 공모전,시청자미디어재단 인천시청자미디어센터,공공기관/공기업,1510만 원,기획/아이디어,대상 제한 없음,22.8.16 ~ 22.11.7,상장 수여
109184,국민참여형 R&D 공모전 대국민 온라인 투표,"산업통상자원부, 한국산업기술평가관리원",공공기관/공기업,-,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.11.11,기타
109194,Heart & Lung Sound AI Challenge,어반데이터랩,중소기업,500만 원,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.11.11,상장 수여
109202,농가피해 최소화를 위한 해충 데이터 활용 아이디어(해커톤) 경진대회,(사)전주벤처기업육성촉진지구발전협의회,기타,400만 원,기획/아이디어,대상 제한 없음,22.10.24 ~ 22.11.18,기타
109215,지능형 곤충 스마트팜 데이터를 활용한 아이디어(해커톤) 경진대회,(사)전주벤처기업육성촉진지구발전협의회,기타,400만 원,기획/아이디어,대상 제한 없음,22.10.24 ~ 22.11.18,기타
109230,제1회 개인정보 위험대응 공모전,스펙토리,공공기관/공기업,500만 원,기획/아이디어,"대학생, 직장인/일반인",22.9.30 ~ 22.11.15,상장 수여
109232,2022년 취업ㆍ창업 역량강화! MVP 개발 메이킹 캠프,링크솔루션,공공기관/공기업,200만 원,과학/공학,대학생,22.11.1 ~ 22.11.21,기타
109234,[추천공모전]아세안과 함께 만드는 안전하고 개방된 사이버환경 포스터 공모전(~11/25),외교부,공공기관/공기업,200만 원,디자인/순수미술/공예,대상 제한 없음,22.10.31 ~ 22.11.25,기타
109239,2023 서울국제노인영화제 출품공모 (10/7~12/15),서울국제노인영화제,비영리단체/협회/재단,2200만 원,사진/영상/UCC,대상 제한 없음,22.10.7 ~ 22.12.15,"기타, 상장 수여"
109241,[베타테스트 작가모집] 당신의 작품을 세상에 꺼내 보여주세요!,(주)스튜디오사월,스타트업,300만 원,문학/시나리오,대상 제한 없음,22.11.1 ~ 22.12.31,"인턴/정규직채용, 상장 수여"
109270,영천시 인구정책 슬로건 공모전,영천시,공공기관/공기업,290만 원,네이밍/슬로건,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109271,제2회 이천의 하루 아카이브 -이천시기록관 일기 수집 공모전,이천시,공공기관/공기업,-,문학/시나리오,대상 제한 없음,22.4.1 ~ 22.12.31,기타
109272,부산항일학생의거82주년 및 제7회 부산항일학생의 날 백일장 공모,(사)부산항일학생의거기념사업회,비영리단체/협회/재단,-,문학/시나리오,청소년,22.10.24 ~ 22.11.18,기타
109274,2022 AI HUB 학습데이터 기반 해커톤 대회,"(사)한국스마트미디어학회, 과학기술정보통신부, 한국지능정보사회진흥원(NIA)",공공기관/공기업,1080만 원,기획/아이디어,대학생,22.11.1 ~ 22.11.10,기타
109276,2022 한국정책학회-한국콘텐츠진흥원 K-콘텐츠 확산을 위한 정책 아이디어 공모전,(사)한국정책학회,비영리단체/협회/재단,-,기획/아이디어,대학생,22.10.17 ~ 22.11.18,기타
109277,2022 경기도 평생교육 콘텐츠 페스티벌,경기도평생교육진흥원,비영리단체/협회/재단,1000만 원,전시/페스티벌,직장인/일반인,22.10.25 ~ 22.11.15,기타
109278,2022년 가스사고 예방사례(아차사고) 공모전,한국가스안전공사,공공기관/공기업,300만 원,문학/시나리오,대상 제한 없음,22.9.30 ~ 22.11.18,기타
109279,2022 성평등 영상 및 글쓰기 공모전,전북 거점형 양성평등센터,비영리단체/협회/재단,590만 원,사진/영상/UCC,대상 제한 없음,22.10.20 ~ 22.11.20,기타
109280,2022 동해시를 이끄는 전국민 혁신 아이디어 공모전,강원도 동해시,공공기관/공기업,1400만 원,기획/아이디어,대상 제한 없음,22.10.27 ~ 22.11.16,기타
109281,제53회 대원 수퍼 만화 대상,대원씨아이,중소기업,2000만 원,캐릭터/만화/게임,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109282,2022 꿈이 있는 대전 대학생 아이디어 공모전,대전세종관광기업지원센터,비영리단체/협회/재단,1000만 원,기획/아이디어,대학생,22.11.10 ~ 22.11.20,기타
109283,2022 치매인식개선 사행시 공모전,부산노인전문제4병원,병원,150만 원,네이밍/슬로건,대상 제한 없음,22.11.1 ~ 22.11.25,기타
109285,2022년 경기도 업사이클플라자 메이커톤,경기도 환경에너지 진흥원,비영리단체/협회/재단,800만 원,기획/아이디어,"대학생, 직장인/일반인",22.10.20 ~ 22.11.13,기타
109286,서울시민과 함께하는 제 1회 마인드스포츠 K-홀덤 대회,대한스포츠홀덤협회,비영리단체/협회/재단,-,과학/공학,대상 제한 없음,22.11.1 ~ 22.11.17,기타
109287,WeThe15 장애인스포츠 숏폼 영상 공모전,대한장애인체휵회,비영리단체/협회/재단,750만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109288,2022년 축산분야 일자리 아이디어 공모전,축산물품질평가원,비영리단체/협회/재단,170만 원,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.11.20,기타
109289,제2회 전국 청소년 기후변화 토론경연대회,국립밀양기상과학관,공공기관/공기업,140만 원,학술,청소년,22.11.1 ~ 22.11.20,기타
109290,"제20회 글여울 장편소설 문명, 그 화려한 역설 비밀찾기 프로젝트 공모",도서출판 글여울,중소기업,9000만 원,문학/시나리오,"대학생, 직장인/일반인",22.11.1 ~ 22.11.25,기타
109291,2022 애니툰 11월 웹툰/웹소설 공모전,주식회사 애니툰,중소기업,2억 원,캐릭터/만화/게임,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109292,"2022년 평화의 다리, 통일의 빛 프로젝트 단편영화 사전제작지원 공모전",사단법인 필레마,중소기업,1000만 원,사진/영상/UCC,대상 제한 없음,22.10.17 ~ 22.11.11,기타
109293,2022 공유경제 사업화 아이디어 공모전,부산경제진흥원 / 공유경제부산,비영리단체/협회/재단,-,기획/아이디어,"대학생, 직장인/일반인",22.10.12 ~ 22.11.11,기타
109294,2022 메타버스 에셋 아이디어 공모전,서경대학교,중소기업,540만 원,기획/아이디어,대상 제한 없음,22.10.14 ~ 22.11.30,기타
109315,(주)빌리지유통 X 카트시 티셔츠 그래픽 디자인 공모전,(주)빌리지유통,중소기업,400만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.11.5 ~ 22.12.31,실제상용화
109340,우주 관련 아이디어 해커톤 (Upcoming Life in Space SW Challenge),"재단법인 미래와소프트웨어 / 전자신문, 이티에듀",공공기관/공기업,1300만 원,과학/공학,대학생,22.9.6 ~ 22.11.7,상장 수여
109377,"2022 스마트종자배양장(넙치, 돌돔) 데이터 해커톤",(주)피엠솔루션,중소기업,350만 원,기획/아이디어,대상 제한 없음,22.11.2 ~ 22.11.9,상장 수여
109389,2022년 취업ㆍ창업 역량강화! MVP 개발 메이킹 캠프,링크솔루션,중소기업,200만 원,기획/아이디어,대학생,22.10.31 ~ 22.11.21,기타
109391,제2회 센터필드 미디어월 영상 콘텐츠 공모전,이지스자산운용,대기업,3000만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.12.9,기타
109417,2022 경기도 평생교육 콘텐츠 페스티벌,(주)레스온,중소기업,1000만 원,기획/아이디어,대상 제한 없음,22.10.25 ~ 22.11.15,기타
109449,이데일리문화재단 & 할리스 2023 토끼아트 공모전,이데일리문화재단,비영리단체/협회/재단,650만 원,디자인/순수미술/공예,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109450,2022 창원 대학생 해커톤 대회,"창원시, 창원시문화도시지원센터, 국립대학육성사업, 창원대학교",공공기관/공기업,800만 원,기획/아이디어,대학생,22.10.24 ~ 22.11.8,기타
109451,2022년 놀이가치공감 그림일기 독후감 공모전,전주시,공공기관/공기업,410만 원,문학/시나리오,"청소년, 직장인/일반인",22.11.1 ~ 22.11.30,기타
109452,2022 디지털 포용문화 확산 공모전,서울디지털재단,비영리단체/협회/재단,125만 원,사진/영상/UCC,대상 제한 없음,22.11.2 ~ 22.11.17,기타
109453,2022 대구웹툰캠퍼스 웹툰 메이커스 지원사업 참가자 모집,"문화체육관광부, 대구광역시 / (재)대구디지털혁신진흥원",공공기관/공기업,-,캐릭터/만화/게임,대상 제한 없음,22.10.25 ~ 22.11.8,기타
109454,2022 강원 메이커톤 대회,강원정보문화산업진흥원,비영리단체/협회/재단,1100만 원,과학/공학,"대학생, 직장인/일반인",22.11.2 ~ 22.11.11,"기타, 상장 수여"
109455,삼성SDS 솔루션 브리티 RPA 캐릭터 네이밍/스토리 공모전,삼성SDS / 디마이닝,중견기업,90만 원,네이밍/슬로건,대학생,22.11.2 ~ 22.11.30,기타
109456,반려동물 사랑 콘텐츠 공모전,몽몽이,중소기업,1260만 원,사진/영상/UCC,대상 제한 없음,22.9.13 ~ 22.11.10,기타
109458,2022 포항사랑 영상공모전,포항시,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.10,기타
109461,제53회 대원 수퍼 만화 대상,대원씨아이,중소기업,2000만 원,캐릭터/만화/게임,대상 제한 없음,22.11.1 ~ 22.11.30,기타
109462,2022년 남원시 영상 공모전,남원시,공공기관/공기업,950만 원,사진/영상/UCC,대상 제한 없음,22.10.20 ~ 22.11.20,기타
109463,서울문화재단X도미노피자 2022 시각예술 신진작가 작품 공모전,서울문화재단,비영리단체/협회/재단,2000만 원,디자인/순수미술/공예,직장인/일반인,22.10.25 ~ 22.11.18,기타
109464,2022 안성시 영상 공모전 (60초에 안성을 담다),안성시,공공기관/공기업,340만 원,사진/영상/UCC,대상 제한 없음,22.8.24 ~ 22.11.20,기타
109465,2022 시민 공감大 아이디어 공모전,국무총리비서실 시민사회비서관실,공공기관/공기업,400만 원,기획/아이디어,대상 제한 없음,22.10.12 ~ 22.11.21,기타
109466,2022년 세종형 자치경찰 정책 아이디어 공모전,세종특별자치시 자치경찰위원회,공공기관/공기업,280만 원,기획/아이디어,대상 제한 없음,22.10.20 ~ 22.11.11,기타
109490,[한국프롭테크포럼 X 바스켓] ESG 공간 개선 공모전,주식회사 이너바스켓 (in a basket),중소기업,100만 원,기획/아이디어,대상 제한 없음,22.11.3 ~ 22.12.4,기타
109494,2022년 생명나눔 영상 공모전,한국장기조직기증원,공공기관/공기업,200만 원,광고/마케팅,대상 제한 없음,22.11.3 ~ 22.12.11,실제상용화
109499,제5회 한국가스공사 홍보콘텐츠 공모전,디앤씨컴퍼니,중소기업,2120만 원,기획/아이디어,대상 제한 없음,22.11.2 ~ 22.11.30,기타
109503,제2회 한스미디어 중단편 공모전,한즈미디어(주),중소기업,100만 원,문학/시나리오,대상 제한 없음,22.11.4 ~ 23.1.20,기타
109534,[자유기업원] 제28회 시장경제칼럼 공모전 (~11/14),자유기업원,비영리단체/협회/재단,300만 원,문학/시나리오,대상 제한 없음,22.11.4 ~ 22.11.14,"기타, 상장 수여"
109556,제 19회 ARA KOREA 캠페인 ‘WOO SOO ZOO III’,AMPKIND,비영리단체/협회/재단,1000만 원,디자인/순수미술/공예,대학생,22.11.3 ~ 22.11.28,"실제상용화, 상장 수여"
109575,가재울청소년센터 별칭 공모전,가재울청소년센터,비영리단체/협회/재단,100만 원,네이밍/슬로건,청소년,22.11.7 ~ 22.11.18,"실제상용화, 상장 수여"
109579,2022 강원 메이커톤 대회,주식회사 위드사람컴퍼니,기타,1100만 원,기획/아이디어,"대학생, 직장인/일반인",22.11.2 ~ 22.11.11,기타
109599,2022 해룡 명품 8경 찾기 사진 공모전,순천문화재단,비영리단체/협회/재단,890만 원,사진/영상/UCC,대상 제한 없음,22.10.17 ~ 22.11.11,기타
109602,2022년 제2회 율촌 기초법학 논문상,서울대학교 법학연구소 법이론연구센터,비영리단체/협회/재단,500만 원,학술,"대학생, 직장인/일반인",22.11.14 ~ 22.11.30,기타
109604,제22회 MTN 대한민국 중소기업 광고공모전,머니투데이방송(MTN),중소기업,950만 원,광고/마케팅,대학생,22.10.31 ~ 22.11.18,기타
109606,2022 군산시 시민제안 공모전,전라북도 군산시,공공기관/공기업,300만 원,기획/아이디어,대상 제한 없음,22.10.24 ~ 22.11.18,기타
109607,2022 동해시를 이끄는 전국민 혁신 아이디어 공모전,강원도 동해시,공공기관/공기업,1400만 원,기획/아이디어,대상 제한 없음,22.10.27 ~ 22.11.16,기타
109608,CMF식별데이터 활용 서비스기획 공모전,한국디자인진흥원,비영리단체/협회/재단,2500만 원,과학/공학,대상 제한 없음,22.11.1 ~ 22.11.25,기타
109609,"제법 멋진 나, 내 일상을 추천해! 네 인생을 칭찬해!",라이나전성기재단,비영리단체/협회/재단,300만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.27,기타
109610,2023년 조선일보 신춘문예,조선일보,중견기업,2400만 원,문학/시나리오,대상 제한 없음,22.11.2 ~ 22.12.5,기타
109611,전북도민일보 2023 신춘문예 공모,전북도민일보,기타,400만 원,문학/시나리오,대상 제한 없음,22.11.2 ~ 22.12.6,기타
109612,2022 창원 대학생 해커톤 대회,"창원시, 창원시문화도시지원센터, 국립대학육성사업, 창원대학교 / 창원시, 창원시문화도시지원",공공기관/공기업,800만 원,기획/아이디어,대학생,22.10.24 ~ 22.11.8,기타
109614,국가안전정보 통합공개시스템 네이밍 공모전,행정안전부,공공기관/공기업,110만 원,네이밍/슬로건,대상 제한 없음,22.10.26 ~ 22.11.9,기타
109616,제주산 원료기반 가정간편식 제품 아이디어 공모전,제주테크노파크,중소기업,800만 원,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.12.5,기타
109618,2022 군포시 인구정책 제안 공모전,군포시,공공기관/공기업,640만 원,기획/아이디어,대상 제한 없음,22.10.31 ~ 22.11.14,기타
109620,소방안전 디지털 드로잉 공모전,파블로아트컴퍼니,중소기업,1000만 원,디자인/순수미술/공예,대상 제한 없음,22.10.28 ~ 22.11.9,기타
109622,전력거래소 전력산업 활성화 아이디어 발굴경진대회,전력거래소 / 한국능률협회,비영리단체/협회/재단,400만 원,기획/아이디어,"대학생, 직장인/일반인",22.10.4 ~ 22.11.8,"기타, 상장 수여"
109640,2022 파주도시관광공사 시민 혁신 아이디어 공모전,파주도시관광공사,공공기관/공기업,100만 원,기획/아이디어,대상 제한 없음,22.11.1 ~ 22.11.15,기타
109641,달라지는 남양주시 소식지의 새이름을 지어주세요,남양주시,공공기관/공기업,44만 원,네이밍/슬로건,대상 제한 없음,22.11.1 ~ 22.11.15,기타
109650,2022 강원 메이커톤 대회,강원정보문화산업진흥원,공공기관/공기업,1000만 원,과학/공학,"대학생, 직장인/일반인",22.11.1 ~ 22.11.11,상장 수여
109677,NHIS 대학생 홍보 아이디어 공모전,국민건강보험공단,공공기관/공기업,260만 원,기획/아이디어,대학생,22.11.14 ~ 22.11.28,상장 수여
109700,대한민국 크리에이터 중국 진출 챌린지,아도바 주식회사,스타트업,1억 원,사진/영상/UCC,대상 제한 없음,22.10.10 ~ 23.1.17,기타
109734,[K-Shorts] 2022 제 2회 K-Shorts Festival 숏폼 공모전 (~11.30. 수),(사)케이쇼츠,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.11.4 ~ 22.11.30,"해외연수, 전시기회, 상장 수여"
109743,[각종 장비를 이용해서 시제품을 출력할 수 있는 콘텐츠+제조 해커톤],글로벌창업연구소,중소기업,180만 원,디자인/순수미술/공예,직장인/일반인,22.11.4 ~ 상시모집,기타
109747,국제청년UN 참가자 모집,국제청년센터,비영리단체/협회/재단,-,학술,대학생,22.11.3 ~ 22.11.12,기타
109749,소방안전 디지털 드로잉 공모전,파블로아트컴퍼니,중소기업,1000만 원,디자인/순수미술/공예,대상 제한 없음,22.10.28 ~ 22.11.9,기타
109752,2022 제13회 국제 청소년 평화·휴머니즘 영상제,사단법인 미래사회와 종교성 연구원,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.11.21 ~ 22.12.15,기타
109792,부산광역시청소년상담복지센터 2022년 청소년근로권익보호 인식개선 공모전,부산광역시청소년상담복지센터,비영리단체/협회/재단,170만 원,사진/영상/UCC,대상 제한 없음,22.10.18 ~ 22.12.5,기타
109794,2023년 창작희곡공모전 - 경기아트센터 경기도극단,(재)경기아트센터 경기도극단,비영리단체/협회/재단,2000만 원,문학/시나리오,"대학생, 직장인/일반인",23.1.2 ~ 23.1.17,기타
109795,2022 한일중 여행사진 공모전,외교부,공공기관/공기업,540만 원,사진/영상/UCC,대상 제한 없음,22.11.1 ~ 22.11.21,기타
109796,2022 스튜디오버스정류장 숏폼 드라마 극본 공모전,(주)버스정류장,중소기업,1100만 원,문학/시나리오,대상 제한 없음,22.11.3 ~ 22.11.30,기타
109797,2022 돌문화공원 가치홍보 콘텐츠 공모전,제주돌문화공원,비영리단체/협회/재단,950만 원,사진/영상/UCC,대상 제한 없음,22.9.23 ~ 22.11.22,기타
109799,한-EU 수교 60주년 기념 로고 디자인 공모전,주벨기에 유럽연합 대한민국 대사관 겸 주북대서양조약기구 대한민국 대표부,공공기관/공기업,-,디자인/순수미술/공예,대상 제한 없음,22.10.28 ~ 22.11.23,기타
109800,2022 공공외교 학술 연구논문,한국국제교류재단,비영리단체/협회/재단,1400만 원,학술,대상 제한 없음,22.11.1 ~ 22.11.21,기타
109801,금테두른여자 영상 컨텐츠 제작 공모전,드비샤,중소기업,360만 원,사진/영상/UCC,대상 제한 없음,22.11.7 ~ 22.12.20,기타
109805,2022 제4회 대한민국 동물복지대상 공모,동물복지국회포럼,비영리단체/협회/재단,-,기타,대상 제한 없음,22.10.17 ~ 22.11.10,기타
109807,읽을레오 제 1회 웹소설 공모전,읽을레오,중소기업,200만 원,문학/시나리오,대상 제한 없음,22.11.10 ~ 23.3.31,기타
109809,2022년 11월 고즈넉이엔티 이달의 장르소설 단편소설 공모전,고즈넉이엔티,중소기업,-,문학/시나리오,대상 제한 없음,22.11.4 ~ 22.11.27,기타
109812,2022 제13회 국제청소년평화 휴머니즘 영상 공모제,미래사회와종교성연구,비영리단체/협회/재단,-,사진/영상/UCC,대상 제한 없음,22.11.21 ~ 22.12.15,기타
109813,2023 SHAPL Design Contest,(주)샤플,중소기업,1억 4000만 원,디자인/순수미술/공예,대상 제한 없음,22.3.1 ~ 22.12.31,기타
109815,서울대공원 제 7회 동물원 속 미술관 가을사진 공모전,서울대공원,기타,300만 원,사진/영상/UCC,대상 제한 없음,22.10.15 ~ 22.11.13,기타
109817,충남 과학기술 혁신정책 및 인공지능(AI) 도입 아이디어 공모전,충청남도과학기술진흥원,공공기관/공기업,580만 원,기획/아이디어,대학생,22.11.2 ~ 22.11.16,기타
109819,2023년 동아일보 동아신춘문예,동아일보,중소기업,6000만 원,문학/시나리오,대상 제한 없음,22.11.3 ~ 22.12.1,기타
109821,영종 국제도시 도시미술사업 아이디어 스케치 공모,인천경제자유구역청,공공기관/공기업,1000만 원,기획/아이디어,대상 제한 없음,22.11.4 ~ 22.11.29,기타
109832,2022 데이터 진흥주간 새이름&슬로건 공모전,케이아이미디어,중소기업,50만 원,네이밍/슬로건,대상 제한 없음,22.11.4 ~ 22.11.13,기타
109841,2022년 나의건강기록 앱 이용수기 공모전,한국보건의료정보원,공공기관/공기업,170만 원,기획/아이디어,대상 제한 없음,22.11.7 ~ 22.11.18,"기타, 상장 수여"
109866,[현대제뉴인 / 데이콘] 건설기계 오일 상태 분류 AI 경진대회 (~12/12),데이콘,기타,1000만 원,과학/공학,대상 제한 없음,22.11.7 ~ 22.12.12,기타
109904,[온라인 포폴활동] MMO해커톤2회 모집,므모 MMO,중소기업,18만 원,기획/아이디어,대상 제한 없음,22.11.7 ~ 22.11.24,"기타, 상장 수여"
109915,(재공고) 제2회 2030 대학생 남북통합문화 아이디어 공모전,통일부 남북통합문화센터,공공기관/공기업,300만 원,기획/아이디어,대학생,22.9.26 ~ 22.11.16,상장 수여
109916,2022 하반기 부산도시공사 고객 아이디어 공모전,부산도시공사,공공기관/공기업,60만 원,기획/아이디어,대상 제한 없음,22.7.1 ~ 22.11.30,기타
109917,인천 검단 박물관·도서관 복합문화시설 건립 국제 설계 공모전,인천도시공사,공공기관/공기업,1억 원,건축/건설/인테리어,직장인/일반인,22.11.4 ~ 22.11.30,기타
109918,2022 원자력 대학생 커뮤니케이션 경진대회 신청모집,산업통상자원부 / 한국원자력산업협회,공공기관/공기업,300만 원,기획/아이디어,대학생,22.11.3 ~ 22.11.17,기타
109919,월간 디지털카메라매거진 12월사진 공모전,디지털카메라매거진,중소기업,-,사진/영상/UCC,대상 제한 없음,22.10.21 ~ 22.11.8,기타
109920,2022 지구사항 환경사랑 글짓기대회,"대구신문사, 한국정보통신공사협회 대구경북도회 / (주)더블루팜",중소기업,200만 원,문학/시나리오,청소년,22.11.1 ~ 22.11.25,"기타, 상장 수여"
109921,전국 순우리말 이름 뽐내기 공모전,울산광역시 중구,공공기관/공기업,890만 원,디자인/순수미술/공예,대상 제한 없음,22.11.7 ~ 22.12.4,기타
109922,전북국제개발협력센터에서 2022 대학생 개발협력 프레젠테이션 대회,전북국제개발협력센터,비영리단체/협회/재단,105만 원,과학/공학,대학생,22.11.4 ~ 22.11.16,"기타, 상장 수여"
109924,2023 부산일보 신춘문예 공모,부산일보,중소기업,2000만 원,문학/시나리오,대상 제한 없음,22.11.4 ~ 22.12.8,기타
